league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2021,2020-12-12 Blackburn Rovers-Norwich City,Championship,18,Sat,2020-12-12,15:00,Blackburn Rovers,1–2,Norwich City,,Ewood Park,Dean Whitestone,/en/matches/ba87735c/Blackburn-Rovers-Norwich-City-December-12-2020-Championship,,ba87735c
ENG-Championship,2021,2020-12-12 Bournemouth-Huddersfield Town,Championship,18,Sat,2020-12-12,15:00,Bournemouth,5–0,Huddersfield Town,2000,Vitality Stadium,Oliver Langford,/en/matches/7b5fbaff/Bournemouth-Huddersfield-Town-December-12-2020-Championship,,7b5fbaff
ENG-Championship,2021,2020-12-12 Cardiff City-Swansea City,Championship,18,Sat,2020-12-12,12:30,Cardiff City,0–2,Swansea City,,Cardiff City Stadium,John Brooks,/en/matches/8348aaa1/Cardiff-City-Swansea-City-December-12-2020-Championship,,8348aaa1
ENG-Championship,2021,2020-12-12 Derby County-Stoke City,Championship,18,Sat,2020-12-12,15:00,Derby County,0–0,Stoke City,,iPro Stadium,Andy Woolmer,/en/matches/dbe1e05a/Derby-County-Stoke-City-December-12-2020-Championship,,dbe1e05a
ENG-Championship,2021,2020-12-12 Luton Town-Preston North End,Championship,18,Sat,2020-12-12,15:00,Luton Town,3–0,Preston North End,2000,Kenilworth Road Stadium,Jeremy Simpson,/en/matches/63dcdf1a/Luton-Town-Preston-North-End-December-12-2020-Championship,,63dcdf1a
ENG-Championship,2021,2020-12-12 Middlesbrough-Millwall,Championship,18,Sat,2020-12-12,15:00,Middlesbrough,3–0,Millwall,,Riverside Stadium,Darren Bond,/en/matches/927f253c/Middlesbrough-Millwall-December-12-2020-Championship,,927f253c
ENG-Championship,2021,2020-12-12 Nottingham Forest-Brentford,Championship,18,Sat,2020-12-12,15:00,Nottingham Forest,1–3,Brentford,,The City Ground,Geoff Eltringham,/en/matches/22bfba6b/Nottingham-Forest-Brentford-December-12-2020-Championship,,22bfba6b
ENG-Championship,2021,2020-12-12 QPR-Reading,Championship,18,Sat,2020-12-12,15:00,QPR,0–1,Reading,2000,Kiyan Prince Foundation Stadium,Tony Harrington,/en/matches/f24df0df/Queens-Park-Rangers-Reading-December-12-2020-Championship,,f24df0df
ENG-Championship,2021,2020-12-12 Rotherham United-Bristol City,Championship,18,Sat,2020-12-12,15:00,Rotherham United,2–0,Bristol City,,New York Stadium,Leigh Doughty,/en/matches/23a4a04a/Rotherham-United-Bristol-City-December-12-2020-Championship,,23a4a04a
ENG-Championship,2021,2020-12-12 Sheffield Weds-Barnsley,Championship,18,Sat,2020-12-12,15:00,Sheffield Weds,1–2,Barnsley,,Hillsborough Stadium,James Linington,/en/matches/2b55a050/Sheffield-Wednesday-Barnsley-December-12-2020-Championship,,2b55a050
ENG-Championship,2021,2020-12-12 Wycombe Wanderers-Coventry City,Championship,18,Sat,2020-12-12,15:00,Wycombe Wanderers,1–2,Coventry City,2000,Adams Park,Andrew Davies,/en/matches/7ebacc6f/Wycombe-Wanderers-Coventry-City-December-12-2020-Championship,,7ebacc6f
ENG-Championship,2021,2020-12-15 Barnsley-Preston North End,Championship,19,Tue,2020-12-15,19:45,Barnsley,2–1,Preston North End,,Oakwell Stadium,Dean Whitestone,/en/matches/8f228cbd/Barnsley-Preston-North-End-December-15-2020-Championship,,8f228cbd
ENG-Championship,2021,2020-12-15 Bournemouth-Wycombe Wanderers,Championship,19,Tue,2020-12-15,19:45,Bournemouth,1–0,Wycombe Wanderers,2000,Vitality Stadium,Matt Donohue,/en/matches/98972bdb/Bournemouth-Wycombe-Wanderers-December-15-2020-Championship,,98972bdb
ENG-Championship,2021,2020-12-15 Bristol City-Millwall,Championship,19,Tue,2020-12-15,19:45,Bristol City,0–2,Millwall,,Ashton Gate Stadium,David Webb,/en/matches/b6106dc4/Bristol-City-Millwall-December-15-2020-Championship,,b6106dc4
ENG-Championship,2021,2020-12-15 Nottingham Forest-Sheffield Weds,Championship,19,Tue,2020-12-15,19:45,Nottingham Forest,2–0,Sheffield Weds,,The City Ground,Steve Martin,/en/matches/8f6a6683/Nottingham-Forest-Sheffield-Wednesday-December-15-2020-Championship,,8f6a6683
ENG-Championship,2021,2020-12-15 QPR-Stoke City,Championship,19,Tue,2020-12-15,17:30,QPR,0–0,Stoke City,2000,Kiyan Prince Foundation Stadium,Keith Stroud,/en/matches/94913fce/Queens-Park-Rangers-Stoke-City-December-15-2020-Championship,,94913fce
ENG-Championship,2021,2020-12-15 Watford-Brentford,Championship,19,Tue,2020-12-15,20:00,Watford,1–1,Brentford,,Vicarage Road Stadium,James Linington,/en/matches/fb519055/Watford-Brentford-December-15-2020-Championship,,fb519055
ENG-Championship,2021,2020-12-16 Blackburn Rovers-Rotherham United,Championship,19,Wed,2020-12-16,19:45,Blackburn Rovers,2–1,Rotherham United,,Ewood Park,Jarred Gillett,/en/matches/51e292a2/Blackburn-Rovers-Rotherham-United-December-16-2020-Championship,,51e292a2
ENG-Championship,2021,2020-12-16 Cardiff City-Birmingham City,Championship,19,Wed,2020-12-16,19:00,Cardiff City,3–2,Birmingham City,,Cardiff City Stadium,Michael Salisbury,/en/matches/aefb06ef/Cardiff-City-Birmingham-City-December-16-2020-Championship,,aefb06ef
ENG-Championship,2021,2020-12-16 Coventry City-Huddersfield Town,Championship,19,Wed,2020-12-16,20:00,Coventry City,0–0,Huddersfield Town,,St Andrew's Trillion Trophy Stadium,Tim Robinson,/en/matches/99813e40/Coventry-City-Huddersfield-Town-December-16-2020-Championship,,99813e40
ENG-Championship,2021,2020-12-16 Derby County-Swansea City,Championship,19,Wed,2020-12-16,17:30,Derby County,2–0,Swansea City,,iPro Stadium,Gavin Ward,/en/matches/f24e03c3/Derby-County-Swansea-City-December-16-2020-Championship,,f24e03c3
ENG-Championship,2021,2020-12-16 Middlesbrough-Luton Town,Championship,19,Wed,2020-12-16,19:00,Middlesbrough,1–0,Luton Town,,Riverside Stadium,Andrew Davies,/en/matches/a1c1a8f0/Middlesbrough-Luton-Town-December-16-2020-Championship,,a1c1a8f0
ENG-Championship,2021,2020-12-16 Reading-Norwich City,Championship,19,Wed,2020-12-16,20:00,Reading,1–2,Norwich City,,Madejski Stadium,Geoff Eltringham,/en/matches/d5defc1b/Reading-Norwich-City-December-16-2020-Championship,,d5defc1b
ENG-Championship,2021,2020-12-18 Preston North End-Bristol City,Championship,20,Fri,2020-12-18,20:00,Preston North End,1–0,Bristol City,,Deepdale Stadium,Geoff Eltringham,/en/matches/e02cd028/Preston-North-End-Bristol-City-December-18-2020-Championship,,e02cd028
ENG-Championship,2021,2020-12-19 Birmingham City-Middlesbrough,Championship,20,Sat,2020-12-19,15:00,Birmingham City,1–4,Middlesbrough,,St Andrew's Trillion Trophy Stadium,Steve Martin,/en/matches/24ab7b9f/Birmingham-City-Middlesbrough-December-19-2020-Championship,,24ab7b9f
ENG-Championship,2021,2020-12-19 Brentford-Reading,Championship,20,Sat,2020-12-19,15:00,Brentford,3–1,Reading,,Brentford Community Stadium,Keith Stroud,/en/matches/d13b78bd/Brentford-Reading-December-19-2020-Championship,,d13b78bd
ENG-Championship,2021,2020-12-19 Huddersfield Town-Watford,Championship,20,Sat,2020-12-19,15:00,Huddersfield Town,2–0,Watford,,The John Smith's Stadium,Leigh Doughty,/en/matches/dca15e87/Huddersfield-Town-Watford-December-19-2020-Championship,,dca15e87
ENG-Championship,2021,2020-12-19 Luton Town-Bournemouth,Championship,20,Sat,2020-12-19,15:00,Luton Town,0–0,Bournemouth,,Kenilworth Road Stadium,Dean Whitestone,/en/matches/108799c2/Luton-Town-Bournemouth-December-19-2020-Championship,,108799c2
ENG-Championship,2021,2020-12-19 Millwall-Nottingham Forest,Championship,20,Sat,2020-12-19,15:00,Millwall,1–1,Nottingham Forest,,The Den,Oliver Langford,/en/matches/41935642/Millwall-Nottingham-Forest-December-19-2020-Championship,,41935642
ENG-Championship,2021,2020-12-19 Norwich City-Cardiff City,Championship,20,Sat,2020-12-19,12:30,Norwich City,2–0,Cardiff City,2000,Carrow Road,Tim Robinson,/en/matches/89a2821d/Norwich-City-Cardiff-City-December-19-2020-Championship,,89a2821d
ENG-Championship,2021,2020-12-19 Sheffield Weds-Coventry City,Championship,20,Sat,2020-12-19,15:00,Sheffield Weds,1–0,Coventry City,,Hillsborough Stadium,John Brooks,/en/matches/12cf3083/Sheffield-Wednesday-Coventry-City-December-19-2020-Championship,,12cf3083
ENG-Championship,2021,2020-12-19 Stoke City-Blackburn Rovers,Championship,20,Sat,2020-12-19,15:00,Stoke City,1–0,Blackburn Rovers,,Bet365 Stadium,David Webb,/en/matches/fa431ce0/Stoke-City-Blackburn-Rovers-December-19-2020-Championship,,fa431ce0
ENG-Championship,2021,2020-12-19 Swansea City-Barnsley,Championship,20,Sat,2020-12-19,15:00,Swansea City,2–0,Barnsley,,Liberty Stadium,Andrew Davies,/en/matches/c6ca85a0/Swansea-City-Barnsley-December-19-2020-Championship,,c6ca85a0
ENG-Championship,2021,2020-12-19 Wycombe Wanderers-QPR,Championship,20,Sat,2020-12-19,15:00,Wycombe Wanderers,1–1,QPR,,Adams Park,Gavin Ward,/en/matches/3c042360/Wycombe-Wanderers-Queens-Park-Rangers-December-19-2020-Championship,,3c042360
ENG-Championship,2021,2020-12-26 Barnsley-Huddersfield Town,Championship,21,Sat,2020-12-26,15:00,Barnsley,2–1,Huddersfield Town,,Oakwell Stadium,David Webb,/en/matches/909ace5e/Barnsley-Huddersfield-Town-December-26-2020-Championship,,909ace5e
ENG-Championship,2021,2020-12-26 Blackburn Rovers-Sheffield Weds,Championship,21,Sat,2020-12-26,15:00,Blackburn Rovers,1–1,Sheffield Weds,,Ewood Park,Tony Harrington,/en/matches/2ba938ce/Blackburn-Rovers-Sheffield-Wednesday-December-26-2020-Championship,,2ba938ce
ENG-Championship,2021,2020-12-26 Bristol City-Wycombe Wanderers,Championship,21,Sat,2020-12-26,15:00,Bristol City,2–1,Wycombe Wanderers,,Ashton Gate Stadium,Keith Stroud,/en/matches/7d80ddec/Bristol-City-Wycombe-Wanderers-December-26-2020-Championship,,7d80ddec
ENG-Championship,2021,2020-12-26 Cardiff City-Brentford,Championship,21,Sat,2020-12-26,15:00,Cardiff City,2–3,Brentford,,Cardiff City Stadium,Dean Whitestone,/en/matches/d68133c8/Cardiff-City-Brentford-December-26-2020-Championship,,d68133c8
ENG-Championship,2021,2020-12-26 Coventry City-Stoke City,Championship,21,Sat,2020-12-26,15:00,Coventry City,0–0,Stoke City,,St Andrew's Trillion Trophy Stadium,Jarred Gillett,/en/matches/0bf82169/Coventry-City-Stoke-City-December-26-2020-Championship,,0bf82169
ENG-Championship,2021,2020-12-26 Derby County-Preston North End,Championship,21,Sat,2020-12-26,15:00,Derby County,0–1,Preston North End,,iPro Stadium,Darren Bond,/en/matches/cfa3b03b/Derby-County-Preston-North-End-December-26-2020-Championship,,cfa3b03b
ENG-Championship,2021,2020-12-26 Nottingham Forest-Birmingham City,Championship,21,Sat,2020-12-26,15:00,Nottingham Forest,0–0,Birmingham City,,The City Ground,Jeremy Simpson,/en/matches/530f73a0/Nottingham-Forest-Birmingham-City-December-26-2020-Championship,,530f73a0
ENG-Championship,2021,2020-12-26 QPR-Swansea City,Championship,21,Sat,2020-12-26,15:00,QPR,0–2,Swansea City,,Kiyan Prince Foundation Stadium,Steve Martin,/en/matches/6e6b4119/Queens-Park-Rangers-Swansea-City-December-26-2020-Championship,,6e6b4119
ENG-Championship,2021,2020-12-26 Reading-Luton Town,Championship,21,Sat,2020-12-26,15:00,Reading,2–1,Luton Town,,Madejski Stadium,Matt Donohue,/en/matches/c7209c10/Reading-Luton-Town-December-26-2020-Championship,,c7209c10
ENG-Championship,2021,2020-12-26 Watford-Norwich City,Championship,21,Sat,2020-12-26,19:45,Watford,1–0,Norwich City,,Vicarage Road Stadium,John Brooks,/en/matches/6385f395/Watford-Norwich-City-December-26-2020-Championship,,6385f395
ENG-Championship,2021,2020-12-29 Birmingham City-Derby County,Championship,22,Tue,2020-12-29,17:30,Birmingham City,0–4,Derby County,,St Andrew's Trillion Trophy Stadium,Tony Harrington,/en/matches/3b2946ab/Birmingham-City-Derby-County-December-29-2020-Championship,,3b2946ab
ENG-Championship,2021,2020-12-29 Huddersfield Town-Blackburn Rovers,Championship,22,Tue,2020-12-29,19:45,Huddersfield Town,2–1,Blackburn Rovers,,The John Smith's Stadium,Matt Donohue,/en/matches/334608ff/Huddersfield-Town-Blackburn-Rovers-December-29-2020-Championship,,334608ff
ENG-Championship,2021,2020-12-29 Luton Town-Bristol City,Championship,22,Tue,2020-12-29,19:45,Luton Town,2–1,Bristol City,,Kenilworth Road Stadium,Gavin Ward,/en/matches/774d66d0/Luton-Town-Bristol-City-December-29-2020-Championship,,774d66d0
ENG-Championship,2021,2020-12-29 Norwich City-QPR,Championship,22,Tue,2020-12-29,19:45,Norwich City,1–1,QPR,,Carrow Road,Oliver Langford,/en/matches/c2a5fe53/Norwich-City-Queens-Park-Rangers-December-29-2020-Championship,,c2a5fe53
ENG-Championship,2021,2020-12-29 Preston North End-Coventry City,Championship,22,Tue,2020-12-29,19:45,Preston North End,2–0,Coventry City,,Deepdale Stadium,Keith Stroud,/en/matches/70a704c0/Preston-North-End-Coventry-City-December-29-2020-Championship,,70a704c0
ENG-Championship,2021,2020-12-29 Rotherham United-Barnsley,Championship,22,Tue,2020-12-29,19:45,Rotherham United,1–2,Barnsley,,New York Stadium,Steve Martin,/en/matches/1e8375af/Rotherham-United-Barnsley-December-29-2020-Championship,,1e8375af
ENG-Championship,2021,2020-12-29 Sheffield Weds-Middlesbrough,Championship,22,Tue,2020-12-29,19:00,Sheffield Weds,2–1,Middlesbrough,,Hillsborough Stadium,Geoff Eltringham,/en/matches/cd909cbe/Sheffield-Wednesday-Middlesbrough-December-29-2020-Championship,,cd909cbe
ENG-Championship,2021,2020-12-29 Stoke City-Nottingham Forest,Championship,22,Tue,2020-12-29,20:00,Stoke City,1–1,Nottingham Forest,,Bet365 Stadium,Dean Whitestone,/en/matches/7dffb337/Stoke-City-Nottingham-Forest-December-29-2020-Championship,,7dffb337
ENG-Championship,2021,2020-12-29 Wycombe Wanderers-Cardiff City,Championship,22,Tue,2020-12-29,19:45,Wycombe Wanderers,2–1,Cardiff City,,Adams Park,Leigh Doughty,/en/matches/eece8669/Wycombe-Wanderers-Cardiff-City-December-29-2020-Championship,,eece8669
ENG-Championship,2021,2020-12-30 Brentford-Bournemouth,Championship,22,Wed,2020-12-30,17:30,Brentford,2–1,Bournemouth,,Brentford Community Stadium,Jarred Gillett,/en/matches/8abb9ff8/Brentford-Bournemouth-December-30-2020-Championship,,8abb9ff8
ENG-Championship,2021,2020-12-30 Swansea City-Reading,Championship,22,Wed,2020-12-30,20:00,Swansea City,0–0,Reading,,Liberty Stadium,David Webb,/en/matches/9be19b83/Swansea-City-Reading-December-30-2020-Championship,,9be19b83
ENG-Championship,2021,2021-01-01 Sheffield Weds-Derby County,Championship,23,Fri,2021-01-01,17:30,Sheffield Weds,1–0,Derby County,,Hillsborough Stadium,Matt Donohue,/en/matches/4a1b650d/Sheffield-Wednesday-Derby-County-January-1-2021-Championship,,4a1b650d
ENG-Championship,2021,2021-01-02 Birmingham City-Blackburn Rovers,Championship,23,Sat,2021-01-02,15:00,Birmingham City,0–2,Blackburn Rovers,,St Andrew's Trillion Trophy Stadium,Gavin Ward,/en/matches/ddadddcd/Birmingham-City-Blackburn-Rovers-January-2-2021-Championship,,ddadddcd
ENG-Championship,2021,2021-01-02 Huddersfield Town-Reading,Championship,23,Sat,2021-01-02,15:00,Huddersfield Town,1–2,Reading,,The John Smith's Stadium,Jeremy Simpson,/en/matches/7cf6332d/Huddersfield-Town-Reading-January-2-2021-Championship,,7cf6332d
ENG-Championship,2021,2021-01-02 Millwall-Coventry City,Championship,23,Sat,2021-01-02,15:00,Millwall,1–2,Coventry City,,The Den,James Linington,/en/matches/23b10e68/Millwall-Coventry-City-January-2-2021-Championship,,23b10e68
ENG-Championship,2021,2021-01-02 Norwich City-Barnsley,Championship,23,Sat,2021-01-02,15:00,Norwich City,1–0,Barnsley,,Carrow Road,Michael Salisbury,/en/matches/1131a36f/Norwich-City-Barnsley-January-2-2021-Championship,,1131a36f
ENG-Championship,2021,2021-01-02 Preston North End-Nottingham Forest,Championship,23,Sat,2021-01-02,15:00,Preston North End,0–1,Nottingham Forest,,Deepdale Stadium,Tim Robinson,/en/matches/1f7fdfb4/Preston-North-End-Nottingham-Forest-January-2-2021-Championship,,1f7fdfb4
ENG-Championship,2021,2021-01-02 Stoke City-Bournemouth,Championship,23,Sat,2021-01-02,19:45,Stoke City,0–1,Bournemouth,,Bet365 Stadium,John Brooks,/en/matches/7a09e34f/Stoke-City-Bournemouth-January-2-2021-Championship,,7a09e34f
ENG-Championship,2021,2021-01-02 Swansea City-Watford,Championship,23,Sat,2021-01-02,15:00,Swansea City,2–1,Watford,,Liberty Stadium,Darren Bond,/en/matches/f0f268fa/Swansea-City-Watford-January-2-2021-Championship,,f0f268fa
ENG-Championship,2021,2021-01-02 Wycombe Wanderers-Middlesbrough,Championship,23,Sat,2021-01-02,15:00,Wycombe Wanderers,1–3,Middlesbrough,,Adams Park,Jarred Gillett,/en/matches/bd740b56/Wycombe-Wanderers-Middlesbrough-January-2-2021-Championship,,bd740b56
ENG-Championship,2021,2021-01-12 Bournemouth-Millwall,Championship,21,Tue,2021-01-12,19:45,Bournemouth,1–1,Millwall,,Vitality Stadium,Tim Robinson,/en/matches/6236947a/Bournemouth-Millwall-January-12-2021-Championship,,6236947a
ENG-Championship,2021,2021-01-12 Luton Town-QPR,Championship,23,Tue,2021-01-12,19:00,Luton Town,0–2,QPR,,Kenilworth Road Stadium,Andy Woolmer,/en/matches/d6ede2db/Luton-Town-Queens-Park-Rangers-January-12-2021-Championship,,d6ede2db
ENG-Championship,2021,2021-01-16 Barnsley-Swansea City,Championship,24,Sat,2021-01-16,19:45,Barnsley,0–2,Swansea City,,Oakwell Stadium,Jeremy Simpson,/en/matches/11bbc6bb/Barnsley-Swansea-City-January-16-2021-Championship,,11bbc6bb
ENG-Championship,2021,2021-01-16 Blackburn Rovers-Stoke City,Championship,24,Sat,2021-01-16,15:00,Blackburn Rovers,1–1,Stoke City,,Ewood Park,Geoff Eltringham,/en/matches/bdf7d2dd/Blackburn-Rovers-Stoke-City-January-16-2021-Championship,,bdf7d2dd
ENG-Championship,2021,2021-01-16 Bournemouth-Luton Town,Championship,24,Sat,2021-01-16,15:00,Bournemouth,0–1,Luton Town,,Vitality Stadium,David Webb,/en/matches/6d740b8d/Bournemouth-Luton-Town-January-16-2021-Championship,,6d740b8d
ENG-Championship,2021,2021-01-16 Bristol City-Preston North End,Championship,24,Sat,2021-01-16,15:00,Bristol City,2–0,Preston North End,,Ashton Gate Stadium,Dean Whitestone,/en/matches/49e77489/Bristol-City-Preston-North-End-January-16-2021-Championship,,49e77489
ENG-Championship,2021,2021-01-16 Cardiff City-Norwich City,Championship,24,Sat,2021-01-16,15:00,Cardiff City,1–2,Norwich City,,Cardiff City Stadium,Tony Harrington,/en/matches/ca75b2e9/Cardiff-City-Norwich-City-January-16-2021-Championship,,ca75b2e9
ENG-Championship,2021,2021-01-16 Derby County-Rotherham United,Championship,24,Sat,2021-01-16,15:00,Derby County,0–1,Rotherham United,,iPro Stadium,James Linington,/en/matches/6d667ec5/Derby-County-Rotherham-United-January-16-2021-Championship,,6d667ec5
ENG-Championship,2021,2021-01-16 Middlesbrough-Birmingham City,Championship,24,Sat,2021-01-16,12:30,Middlesbrough,0–1,Birmingham City,,Riverside Stadium,Darren England,/en/matches/0747548c/Middlesbrough-Birmingham-City-January-16-2021-Championship,,0747548c
ENG-Championship,2021,2021-01-16 Nottingham Forest-Millwall,Championship,24,Sat,2021-01-16,15:00,Nottingham Forest,3–1,Millwall,,The City Ground,Keith Stroud,/en/matches/f6961162/Nottingham-Forest-Millwall-January-16-2021-Championship,,f6961162
ENG-Championship,2021,2021-01-16 Watford-Huddersfield Town,Championship,24,Sat,2021-01-16,15:00,Watford,2–0,Huddersfield Town,,Vicarage Road Stadium,Michael Salisbury,/en/matches/17c33b54/Watford-Huddersfield-Town-January-16-2021-Championship,,17c33b54
ENG-Championship,2021,2021-01-19 Derby County-Bournemouth,Championship,25,Tue,2021-01-19,18:00,Derby County,1–0,Bournemouth,,iPro Stadium,Oliver Langford,/en/matches/f68ecdc3/Derby-County-Bournemouth-January-19-2021-Championship,,f68ecdc3
ENG-Championship,2021,2021-01-19 Reading-Coventry City,Championship,25,Tue,2021-01-19,18:00,Reading,3–0,Coventry City,,Madejski Stadium,Dean Whitestone,/en/matches/803c41dc/Reading-Coventry-City-January-19-2021-Championship,,803c41dc
ENG-Championship,2021,2021-01-19 Rotherham United-Stoke City,Championship,25,Tue,2021-01-19,19:45,Rotherham United,3–3,Stoke City,,New York Stadium,Matt Donohue,/en/matches/fa8a731d/Rotherham-United-Stoke-City-January-19-2021-Championship,,fa8a731d
ENG-Championship,2021,2021-01-19 Watford-Barnsley,Championship,25,Tue,2021-01-19,19:45,Watford,1–0,Barnsley,,Vicarage Road Stadium,Tim Robinson,/en/matches/d102e0dd/Watford-Barnsley-January-19-2021-Championship,,d102e0dd
ENG-Championship,2021,2021-01-20 Birmingham City-Preston North End,Championship,25,Wed,2021-01-20,19:45,Birmingham City,0–1,Preston North End,,St Andrew's Trillion Trophy Stadium,Tony Harrington,/en/matches/e5e59709/Birmingham-City-Preston-North-End-January-20-2021-Championship,,e5e59709
ENG-Championship,2021,2021-01-20 Brentford-Luton Town,Championship,25,Wed,2021-01-20,19:00,Brentford,1–0,Luton Town,,Brentford Community Stadium,Steve Martin,/en/matches/df537647/Brentford-Luton-Town-January-20-2021-Championship,,df537647
ENG-Championship,2021,2021-01-20 Cardiff City-QPR,Championship,25,Wed,2021-01-20,19:00,Cardiff City,0–1,QPR,,Cardiff City Stadium,Darren Bond,/en/matches/9f0d5783/Cardiff-City-Queens-Park-Rangers-January-20-2021-Championship,,9f0d5783
ENG-Championship,2021,2021-01-20 Huddersfield Town-Millwall,Championship,25,Wed,2021-01-20,19:00,Huddersfield Town,0–1,Millwall,,The John Smith's Stadium,Peter Bankes,/en/matches/a42352c0/Huddersfield-Town-Millwall-January-20-2021-Championship,,a42352c0
ENG-Championship,2021,2021-01-20 Norwich City-Bristol City,Championship,25,Wed,2021-01-20,18:00,Norwich City,2–0,Bristol City,,Carrow Road,James Linington,/en/matches/5cd37dcd/Norwich-City-Bristol-City-January-20-2021-Championship,,5cd37dcd
ENG-Championship,2021,2021-01-20 Nottingham Forest-Middlesbrough,Championship,25,Wed,2021-01-20,19:00,Nottingham Forest,1–2,Middlesbrough,,The City Ground,Andy Woolmer,/en/matches/fda1f98d/Nottingham-Forest-Middlesbrough-January-20-2021-Championship,,fda1f98d
ENG-Championship,2021,2021-01-22 Stoke City-Watford,Championship,26,Fri,2021-01-22,19:45,Stoke City,1–2,Watford,,Bet365 Stadium,Oliver Langford,/en/matches/ffbff265/Stoke-City-Watford-January-22-2021-Championship,,ffbff265
ENG-Championship,2021,2021-01-23 QPR-Derby County,Championship,26,Sat,2021-01-23,15:00,QPR,0–1,Derby County,,Kiyan Prince Foundation Stadium,Tim Robinson,/en/matches/888e1777/Queens-Park-Rangers-Derby-County-January-23-2021-Championship,,888e1777
ENG-Championship,2021,2021-01-24 Middlesbrough-Blackburn Rovers,Championship,26,Sun,2021-01-24,15:00,Middlesbrough,0–1,Blackburn Rovers,,Riverside Stadium,Dean Whitestone,/en/matches/8fdfed64/Middlesbrough-Blackburn-Rovers-January-24-2021-Championship,,8fdfed64
ENG-Championship,2021,2021-01-24 Preston North End-Reading,Championship,26,Sun,2021-01-24,12:30,Preston North End,0–0,Reading,,Deepdale Stadium,Geoff Eltringham,/en/matches/0fb193a0/Preston-North-End-Reading-January-24-2021-Championship,,0fb193a0
ENG-Championship,2021,2021-01-26 Bristol City-Huddersfield Town,Championship,26,Tue,2021-01-26,19:00,Bristol City,2–1,Huddersfield Town,,Ashton Gate Stadium,Steve Martin,/en/matches/a639e47b/Bristol-City-Huddersfield-Town-January-26-2021-Championship,,a639e47b
ENG-Championship,2021,2021-01-26 Millwall-Watford,Championship,22,Tue,2021-01-26,19:00,Millwall,0–0,Watford,,The Den,Jeremy Simpson,/en/matches/77d26529/Millwall-Watford-January-26-2021-Championship,,77d26529
ENG-Championship,2021,2021-01-27 Barnsley-Cardiff City,Championship,26,Wed,2021-01-27,19:00,Barnsley,2–2,Cardiff City,,Oakwell Stadium,Andy Woolmer,/en/matches/4a7dff9a/Barnsley-Cardiff-City-January-27-2021-Championship,,4a7dff9a
ENG-Championship,2021,2021-01-27 Coventry City-Sheffield Weds,Championship,24,Wed,2021-01-27,19:00,Coventry City,2–0,Sheffield Weds,,St Andrew's Trillion Trophy Stadium,Leigh Doughty,/en/matches/728db4d9/Coventry-City-Sheffield-Wednesday-January-27-2021-Championship,,728db4d9
ENG-Championship,2021,2021-01-27 Middlesbrough-Rotherham United,Championship,21,Wed,2021-01-27,19:00,Middlesbrough,0–3,Rotherham United,,Riverside Stadium,Michael Salisbury,/en/matches/87e8ffdc/Middlesbrough-Rotherham-United-January-27-2021-Championship,,87e8ffdc
ENG-Championship,2021,2021-01-27 Swansea City-Brentford,Championship,26,Wed,2021-01-27,19:00,Swansea City,1–1,Brentford,,Liberty Stadium,John Brooks,/en/matches/254d0358/Swansea-City-Brentford-January-27-2021-Championship,,254d0358
ENG-Championship,2021,2021-01-29 Reading-Bournemouth,Championship,27,Fri,2021-01-29,20:00,Reading,3–1,Bournemouth,,Madejski Stadium,James Linington,/en/matches/303da0b8/Reading-Bournemouth-January-29-2021-Championship,,303da0b8
ENG-Championship,2021,2021-01-30 Birmingham City-Coventry City,Championship,27,Sat,2021-01-30,15:00,Birmingham City,1–1,Coventry City,,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,/en/matches/913ad59f/Birmingham-City-Coventry-City-January-30-2021-Championship,,913ad59f
ENG-Championship,2021,2021-01-30 Blackburn Rovers-Luton Town,Championship,27,Sat,2021-01-30,15:00,Blackburn Rovers,1–0,Luton Town,,Ewood Park,Jeremy Simpson,/en/matches/9964a195/Blackburn-Rovers-Luton-Town-January-30-2021-Championship,,9964a195
ENG-Championship,2021,2021-01-30 Brentford-Wycombe Wanderers,Championship,27,Sat,2021-01-30,15:00,Brentford,7–2,Wycombe Wanderers,,Brentford Community Stadium,Michael Salisbury,/en/matches/45eb0e08/Brentford-Wycombe-Wanderers-January-30-2021-Championship,,45eb0e08
ENG-Championship,2021,2021-01-30 Cardiff City-Millwall,Championship,27,Sat,2021-01-30,15:00,Cardiff City,1–1,Millwall,,Cardiff City Stadium,Matt Donohue,/en/matches/a53bc1f3/Cardiff-City-Millwall-January-30-2021-Championship,,a53bc1f3
ENG-Championship,2021,2021-01-30 Derby County-Bristol City,Championship,27,Sat,2021-01-30,15:00,Derby County,1–0,Bristol City,,iPro Stadium,Darren England,/en/matches/d0f63d10/Derby-County-Bristol-City-January-30-2021-Championship,,d0f63d10
ENG-Championship,2021,2021-01-30 Huddersfield Town-Stoke City,Championship,27,Sat,2021-01-30,15:00,Huddersfield Town,1–1,Stoke City,,The John Smith's Stadium,Gavin Ward,/en/matches/39b23105/Huddersfield-Town-Stoke-City-January-30-2021-Championship,,39b23105
ENG-Championship,2021,2021-01-30 Norwich City-Middlesbrough,Championship,27,Sat,2021-01-30,12:30,Norwich City,0–0,Middlesbrough,,Carrow Road,Keith Stroud,/en/matches/90f14547/Norwich-City-Middlesbrough-January-30-2021-Championship,,90f14547
