league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2021,2021-04-21 Wycombe Wanderers-Bristol City,Championship,43,Wed,2021-04-21,19:00,Wycombe Wanderers,2–1,Bristol City,,Adams Park,Dean Whitestone,/en/matches/9eed3fca/Wycombe-Wanderers-Bristol-City-April-21-2021-Championship,,9eed3fca
ENG-Championship,2021,2021-04-24 Barnsley-Rotherham United,Championship,44,Sat,2021-04-24,15:00,Barnsley,1–0,Rotherham United,,Oakwell Stadium,Gavin Ward,/en/matches/1e24448c/Barnsley-Rotherham-United-April-24-2021-Championship,,1e24448c
ENG-Championship,2021,2021-04-24 Blackburn Rovers-Huddersfield Town,Championship,44,Sat,2021-04-24,15:00,Blackburn Rovers,5–2,Huddersfield Town,,Ewood Park,Tim Robinson,/en/matches/94e45943/Blackburn-Rovers-Huddersfield-Town-April-24-2021-Championship,,94e45943
ENG-Championship,2021,2021-04-24 Bournemouth-Brentford,Championship,44,Sat,2021-04-24,12:30,Bournemouth,0–1,Brentford,,Vitality Stadium,John Brooks,/en/matches/3f2eff2f/Bournemouth-Brentford-April-24-2021-Championship,,3f2eff2f
ENG-Championship,2021,2021-04-24 Cardiff City-Wycombe Wanderers,Championship,44,Sat,2021-04-24,15:00,Cardiff City,2–1,Wycombe Wanderers,,Cardiff City Stadium,Matt Donohue,/en/matches/7afc3bbb/Cardiff-City-Wycombe-Wanderers-April-24-2021-Championship,,7afc3bbb
ENG-Championship,2021,2021-04-24 Coventry City-Preston North End,Championship,44,Sat,2021-04-24,15:00,Coventry City,0–1,Preston North End,,St Andrew's Trillion Trophy Stadium,Andy Woolmer,/en/matches/21b13eaf/Coventry-City-Preston-North-End-April-24-2021-Championship,,21b13eaf
ENG-Championship,2021,2021-04-24 Derby County-Birmingham City,Championship,44,Sat,2021-04-24,15:00,Derby County,1–2,Birmingham City,,iPro Stadium,Robert Jones,/en/matches/6a8728ee/Derby-County-Birmingham-City-April-24-2021-Championship,,6a8728ee
ENG-Championship,2021,2021-04-24 Middlesbrough-Sheffield Weds,Championship,44,Sat,2021-04-24,15:00,Middlesbrough,3–1,Sheffield Weds,,Riverside Stadium,Jarred Gillett,/en/matches/349e883e/Middlesbrough-Sheffield-Wednesday-April-24-2021-Championship,,349e883e
ENG-Championship,2021,2021-04-24 Nottingham Forest-Stoke City,Championship,44,Sat,2021-04-24,15:00,Nottingham Forest,1–1,Stoke City,,The City Ground,Andrew Davies,/en/matches/23b0088b/Nottingham-Forest-Stoke-City-April-24-2021-Championship,,23b0088b
ENG-Championship,2021,2021-04-24 QPR-Norwich City,Championship,44,Sat,2021-04-24,15:00,QPR,1–3,Norwich City,,Kiyan Prince Foundation Stadium,James Linington,/en/matches/3cea28ec/Queens-Park-Rangers-Norwich-City-April-24-2021-Championship,,3cea28ec
ENG-Championship,2021,2021-04-24 Watford-Millwall,Championship,44,Sat,2021-04-24,15:00,Watford,1–0,Millwall,,Vicarage Road Stadium,Dean Whitestone,/en/matches/149dabd8/Watford-Millwall-April-24-2021-Championship,,149dabd8
ENG-Championship,2021,2021-04-25 Bristol City-Luton Town,Championship,44,Sun,2021-04-25,13:00,Bristol City,2–3,Luton Town,,Ashton Gate Stadium,John Busby,/en/matches/a6fde760/Bristol-City-Luton-Town-April-25-2021-Championship,,a6fde760
ENG-Championship,2021,2021-04-25 Reading-Swansea City,Championship,44,Sun,2021-04-25,12:00,Reading,2–2,Swansea City,,Madejski Stadium,John Brooks,/en/matches/1cfcb326/Reading-Swansea-City-April-25-2021-Championship,,1cfcb326
ENG-Championship,2021,2021-04-27 Brentford-Rotherham United,Championship,35,Tue,2021-04-27,19:00,Brentford,1–0,Rotherham United,,Brentford Community Stadium,Michael Salisbury,/en/matches/7c87c533/Brentford-Rotherham-United-April-27-2021-Championship,,7c87c533
ENG-Championship,2021,2021-05-01 Birmingham City-Cardiff City,Championship,45,Sat,2021-05-01,15:00,Birmingham City,0–4,Cardiff City,,St Andrew's Trillion Trophy Stadium,Andrew Davies,/en/matches/97aa725c/Birmingham-City-Cardiff-City-May-1-2021-Championship,,97aa725c
ENG-Championship,2021,2021-05-01 Brentford-Watford,Championship,45,Sat,2021-05-01,15:00,Brentford,2–0,Watford,,Brentford Community Stadium,Lee Mason,/en/matches/f0fc294d/Brentford-Watford-May-1-2021-Championship,,f0fc294d
ENG-Championship,2021,2021-05-01 Huddersfield Town-Coventry City,Championship,45,Sat,2021-05-01,15:00,Huddersfield Town,1–1,Coventry City,,The John Smith's Stadium,Keith Stroud,/en/matches/312f2341/Huddersfield-Town-Coventry-City-May-1-2021-Championship,,312f2341
ENG-Championship,2021,2021-05-01 Luton Town-Middlesbrough,Championship,45,Sat,2021-05-01,15:00,Luton Town,1–1,Middlesbrough,,Kenilworth Road Stadium,Jeremy Simpson,/en/matches/9816ca19/Luton-Town-Middlesbrough-May-1-2021-Championship,,9816ca19
ENG-Championship,2021,2021-05-01 Millwall-Bristol City,Championship,45,Sat,2021-05-01,15:00,Millwall,4–1,Bristol City,,The Den,Joshua Smith,/en/matches/40a90b59/Millwall-Bristol-City-May-1-2021-Championship,,40a90b59
ENG-Championship,2021,2021-05-01 Norwich City-Reading,Championship,45,Sat,2021-05-01,15:00,Norwich City,4–1,Reading,,Carrow Road,Oliver Langford,/en/matches/a7e9b2f2/Norwich-City-Reading-May-1-2021-Championship,,a7e9b2f2
ENG-Championship,2021,2021-05-01 Preston North End-Barnsley,Championship,45,Sat,2021-05-01,15:00,Preston North End,2–0,Barnsley,,Deepdale Stadium,Matt Donohue,/en/matches/01621942/Preston-North-End-Barnsley-May-1-2021-Championship,,01621942
ENG-Championship,2021,2021-05-01 Rotherham United-Blackburn Rovers,Championship,45,Sat,2021-05-01,15:00,Rotherham United,1–1,Blackburn Rovers,,New York Stadium,Tony Harrington,/en/matches/b5132c6d/Rotherham-United-Blackburn-Rovers-May-1-2021-Championship,,b5132c6d
ENG-Championship,2021,2021-05-01 Sheffield Weds-Nottingham Forest,Championship,45,Sat,2021-05-01,12:30,Sheffield Weds,0–0,Nottingham Forest,,Hillsborough Stadium,Tim Robinson,/en/matches/22492e0e/Sheffield-Wednesday-Nottingham-Forest-May-1-2021-Championship,,22492e0e
ENG-Championship,2021,2021-05-01 Stoke City-QPR,Championship,45,Sat,2021-05-01,15:00,Stoke City,0–2,QPR,,Bet365 Stadium,Craig Pawson,/en/matches/0cf42c70/Stoke-City-Queens-Park-Rangers-May-1-2021-Championship,,0cf42c70
ENG-Championship,2021,2021-05-01 Swansea City-Derby County,Championship,45,Sat,2021-05-01,15:00,Swansea City,2–1,Derby County,,Liberty Stadium,Darren Bond,/en/matches/50dc7ad4/Swansea-City-Derby-County-May-1-2021-Championship,,50dc7ad4
ENG-Championship,2021,2021-05-01 Wycombe Wanderers-Bournemouth,Championship,45,Sat,2021-05-01,15:00,Wycombe Wanderers,1–0,Bournemouth,,Adams Park,Geoff Eltringham,/en/matches/4a672151/Wycombe-Wanderers-Bournemouth-May-1-2021-Championship,,4a672151
ENG-Championship,2021,2021-05-04 Luton Town-Rotherham United,Championship,26,Tue,2021-05-04,19:15,Luton Town,0–0,Rotherham United,,Kenilworth Road Stadium,Dean Whitestone,/en/matches/8b159826/Luton-Town-Rotherham-United-May-4-2021-Championship,,8b159826
ENG-Championship,2021,2021-05-08 Barnsley-Norwich City,Championship,46,Sat,2021-05-08,12:30,Barnsley,2–2,Norwich City,,Oakwell Stadium,Joshua Smith,/en/matches/aab5ce5e/Barnsley-Norwich-City-May-8-2021-Championship,,aab5ce5e
ENG-Championship,2021,2021-05-08 Blackburn Rovers-Birmingham City,Championship,46,Sat,2021-05-08,12:30,Blackburn Rovers,5–2,Birmingham City,,Ewood Park,Keith Stroud,/en/matches/cafe8333/Blackburn-Rovers-Birmingham-City-May-8-2021-Championship,,cafe8333
ENG-Championship,2021,2021-05-08 Bournemouth-Stoke City,Championship,46,Sat,2021-05-08,12:30,Bournemouth,0–2,Stoke City,,Vitality Stadium,David Webb,/en/matches/8ca79b2b/Bournemouth-Stoke-City-May-8-2021-Championship,,8ca79b2b
ENG-Championship,2021,2021-05-08 Bristol City-Brentford,Championship,46,Sat,2021-05-08,12:30,Bristol City,1–3,Brentford,,Ashton Gate Stadium,James Linington,/en/matches/bec8fd3d/Bristol-City-Brentford-May-8-2021-Championship,,bec8fd3d
ENG-Championship,2021,2021-05-08 Cardiff City-Rotherham United,Championship,46,Sat,2021-05-08,12:30,Cardiff City,1–1,Rotherham United,,Cardiff City Stadium,Graham Scott,/en/matches/6954a4a2/Cardiff-City-Rotherham-United-May-8-2021-Championship,,6954a4a2
ENG-Championship,2021,2021-05-08 Coventry City-Millwall,Championship,46,Sat,2021-05-08,12:30,Coventry City,6–1,Millwall,,St Andrew's Trillion Trophy Stadium,Michael Salisbury,/en/matches/785fb6d0/Coventry-City-Millwall-May-8-2021-Championship,,785fb6d0
ENG-Championship,2021,2021-05-08 Derby County-Sheffield Weds,Championship,46,Sat,2021-05-08,12:30,Derby County,3–3,Sheffield Weds,,iPro Stadium,Mike Dean,/en/matches/20718524/Derby-County-Sheffield-Wednesday-May-8-2021-Championship,,20718524
ENG-Championship,2021,2021-05-08 Middlesbrough-Wycombe Wanderers,Championship,46,Sat,2021-05-08,12:30,Middlesbrough,0–3,Wycombe Wanderers,,Riverside Stadium,Martin Atkinson,/en/matches/9080bd6b/Middlesbrough-Wycombe-Wanderers-May-8-2021-Championship,,9080bd6b
ENG-Championship,2021,2021-05-08 Nottingham Forest-Preston North End,Championship,46,Sat,2021-05-08,12:30,Nottingham Forest,1–2,Preston North End,,The City Ground,Darren Bond,/en/matches/74f597e9/Nottingham-Forest-Preston-North-End-May-8-2021-Championship,,74f597e9
ENG-Championship,2021,2021-05-08 QPR-Luton Town,Championship,46,Sat,2021-05-08,12:30,QPR,3–1,Luton Town,,Kiyan Prince Foundation Stadium,Tony Harrington,/en/matches/0fa54638/Queens-Park-Rangers-Luton-Town-May-8-2021-Championship,,0fa54638
ENG-Championship,2021,2021-05-08 Reading-Huddersfield Town,Championship,46,Sat,2021-05-08,12:30,Reading,2–2,Huddersfield Town,,Madejski Stadium,Jarred Gillett,/en/matches/8ecb7627/Reading-Huddersfield-Town-May-8-2021-Championship,,8ecb7627
ENG-Championship,2021,2021-05-08 Watford-Swansea City,Championship,46,Sat,2021-05-08,12:30,Watford,2–0,Swansea City,,Vicarage Road Stadium,Geoff Eltringham,/en/matches/563c24d3/Watford-Swansea-City-May-8-2021-Championship,,563c24d3
ENG-Championship,2021,2021-05-17 Barnsley-Swansea City,Promotion play-offs — Semi-finals,,Mon,2021-05-17,20:15,Barnsley,0–1,Swansea City,3787,Oakwell Stadium,Geoff Eltringham,/en/matches/1f4ecb64/Barnsley-Swansea-City-May-17-2021-Championship,Leg 1 of 2,1f4ecb64
ENG-Championship,2021,2021-05-17 Bournemouth-Brentford,Promotion play-offs — Semi-finals,,Mon,2021-05-17,18:00,Bournemouth,1–0,Brentford,2000,Vitality Stadium,Tim Robinson,/en/matches/5fa90dfe/Bournemouth-Brentford-May-17-2021-Championship,Leg 1 of 2,5fa90dfe
ENG-Championship,2021,2021-05-22 Brentford-Bournemouth,Promotion play-offs — Semi-finals,,Sat,2021-05-22,12:30,Brentford,3–1,Bournemouth,4000,Brentford Community Stadium,Jarred Gillett,/en/matches/a1d06f58/Brentford-Bournemouth-May-22-2021-Championship,Leg 2 of 2; Brentford won,a1d06f58
ENG-Championship,2021,2021-05-22 Swansea City-Barnsley,Promotion play-offs — Semi-finals,,Sat,2021-05-22,18:30,Swansea City,1–1,Barnsley,3000,Liberty Stadium,John Brooks,/en/matches/01f35afb/Swansea-City-Barnsley-May-22-2021-Championship,Leg 2 of 2; Swansea City won,01f35afb
ENG-Championship,2021,2021-05-29 Brentford-Swansea City,Promotion play-offs — Final,,Sat,2021-05-29,15:00,Brentford,2–0,Swansea City,11689,Wembley Stadium,Chris Kavanagh,/en/matches/8f93802d/Brentford-Swansea-City-May-29-2021-Championship,,8f93802d
